source,line,setup_expression,resources
src/main/java/basewindow/ShaderGroupShadowDrawDefault.java,14,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_default.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_default.vert | /shaders/shadow_map.frag
src/main/java/basewindow/ShaderGroupShadowDrawDefault.java,16,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_default.vert""}, ""/shaders/main.frag"", new String[]{""/shaders/main_default.frag""});",/shaders/main.vert | /shaders/main_default.vert | /shaders/main.frag | /shaders/main_default.frag
src/main/java/tanks/rendering/ShaderBeatBlocks.java,29,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_beat_blocks.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_beat_blocks.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderBeatBlocks.java,30,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_beat_blocks.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_beat_blocks.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderBoostPanel.java,23,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_boost_panels.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_boost_panels.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderBoostPanel.java,24,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_obstacles.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_obstacles.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderFireworkExplosion.java,26,"this.shader.setUp(""/shaders/ui.vert"", new String[]{""/shaders/ui_firework.vert""}, ""/shaders/ui.frag"", null);",/shaders/ui.vert | /shaders/ui_firework.vert | /shaders/ui.frag
src/main/java/tanks/rendering/ShaderFireworkExplosionTrail.java,26,"this.shader.setUp(""/shaders/ui.vert"", new String[]{""/shaders/ui_firework_trail.vert""}, ""/shaders/ui.frag"", null);",/shaders/ui.vert | /shaders/ui_firework_trail.vert | /shaders/ui.frag
src/main/java/tanks/rendering/ShaderGroundColor.java,22,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_ground_color.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_ground_color.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderGroundColor.java,23,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_ground_color.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_ground_color.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderGroundIce.java,18,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_ground_ice.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_ground_ice.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderGroundIce.java,19,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_ground_ice.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_ground_ice.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderGroundIntro.java,21,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_ground_intro.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_ground_intro.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderGroundIntro.java,22,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_ground_intro.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_ground_intro.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderGroundObstacle.java,19,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_ground_obstacles.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_ground_obstacles.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderGroundObstacle.java,20,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_ground_obstacles.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_ground_obstacles.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderGroundObstacleBeatBlock.java,20,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_ground_obstacles.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_ground_obstacles.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderGroundObstacleBeatBlock.java,21,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_ground_obstacles.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_ground_obstacles.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderGroundOutOfBounds.java,18,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_out_of_bounds.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_out_of_bounds.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderGroundOutOfBounds.java,19,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_out_of_bounds.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_out_of_bounds.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderHole.java,19,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_holes.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_holes.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderHole.java,20,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_holes.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_holes.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderIce.java,24,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_ice.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_ice.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderIce.java,25,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_ice.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_ice.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderMud.java,18,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_mud.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_mud.vert | /shaders/main.frag
