source,line,setup_expression,resources
src/main/java/tanks/rendering/ShaderMud.java,19,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_mud.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_mud.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderObstacle.java,19,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_obstacles.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_obstacles.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderObstacle.java,20,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_obstacles.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_obstacles.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderPostLightingMix.java,27,"this.shader.setUp(""/shaders/post_lighting_mix.vert"", ""/shaders/post_lighting_mix.frag"");",/shaders/post_lighting_mix.vert | /shaders/post_lighting_mix.frag
src/main/java/tanks/rendering/ShaderPostLights.java,28,"this.shader.setUp(""/shaders/post_lights.vert"", ""/shaders/post_lights.frag"");",/shaders/post_lights.vert | /shaders/post_lights.frag
src/main/java/tanks/rendering/ShaderShrubbery.java,20,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_shrubbery.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_shrubbery.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderShrubbery.java,21,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_shrubbery.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_shrubbery.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderSnow.java,21,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_snow.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_snow.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderSnow.java,22,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_snow.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_snow.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderTracks.java,22,"this.shaderBase.setUp(""/shaders/main.vert"", new String[]{""/shaders/main_tracks.vert""}, ""/shaders/main.frag"", null);",/shaders/main.vert | /shaders/main_tracks.vert | /shaders/main.frag
src/main/java/tanks/rendering/ShaderTracks.java,23,"this.shaderShadowMap.setUp(""/shaders/shadow_map.vert"", new String[]{""/shaders/main_default.vert""}, ""/shaders/shadow_map.frag"", null);",/shaders/shadow_map.vert | /shaders/main_default.vert | /shaders/shadow_map.frag
src/main/java/tanks/rendering/ShaderUIDefault.java,16,"this.shader.setUp(""/shaders/ui.vert"", new String[]{""/shaders/ui_default.vert""}, ""/shaders/ui.frag"", null);",/shaders/ui.vert | /shaders/ui_default.vert | /shaders/ui.frag
